value_ns,percentile,cumulative_count
40735.0,99.924558,2080811
40767.0,99.924606,2080812
40799.0,99.924702,2080814
40831.0,99.924750,2080815
40863.0,99.924846,2080817
40895.0,99.924942,2080819
40927.0,99.924990,2080820
40959.0,99.925038,2080821
40991.0,99.925182,2080824
41055.0,99.925374,2080828
41119.0,99.925422,2080829
41151.0,99.925470,2080830
41183.0,99.925614,2080833
41279.0,99.925662,2080834
41311.0,99.925710,2080835
41343.0,99.925758,2080836
41375.0,99.925806,2080837
41407.0,99.925854,2080838
41439.0,99.925950,2080840
41535.0,99.926094,2080843
41599.0,99.926142,2080844
41759.0,99.926190,2080845
41823.0,99.926238,2080846
41919.0,99.926286,2080847
41983.0,99.926382,2080849
42079.0,99.926430,2080850
42111.0,99.926478,2080851
42175.0,99.926526,2080852
42271.0,99.926574,2080853
42431.0,99.926622,2080854
42527.0,99.926719,2080856
42591.0,99.926815,2080858
42623.0,99.926863,2080859
42655.0,99.926911,2080860
42687.0,99.926959,2080861
42815.0,99.927007,2080862
43071.0,99.927055,2080863
43103.0,99.927103,2080864
43263.0,99.927199,2080866
43295.0,99.927247,2080867
43359.0,99.927295,2080868
43455.0,99.927343,2080869
43487.0,99.927439,2080871
43519.0,99.927535,2080873
43551.0,99.927583,2080874
43583.0,99.927631,2080875
43679.0,99.927727,2080877
43935.0,99.927775,2080878
43967.0,99.927823,2080879
43999.0,99.927871,2080880
44127.0,99.927919,2080881
44383.0,99.927967,2080882
44543.0,99.928015,2080883
44575.0,99.928063,2080884
44703.0,99.928111,2080885
44831.0,99.928159,2080886
44927.0,99.928351,2080890
44991.0,99.928447,2080892
45023.0,99.928495,2080893
45087.0,99.928543,2080894
45119.0,99.928687,2080897
45151.0,99.928928,2080902
45183.0,99.929024,2080904
45215.0,99.929120,2080906
45279.0,99.929168,2080907
45311.0,99.929264,2080909
45343.0,99.929456,2080913
45375.0,99.929744,2080919
45407.0,99.929840,2080921
45439.0,99.930032,2080925
45471.0,99.930368,2080932
45503.0,99.930608,2080937
45535.0,99.930800,2080941
45567.0,99.931089,2080947
45599.0,99.931329,2080952
45631.0,99.931521,2080956
45663.0,99.931953,2080965
45695.0,99.932241,2080971
45727.0,99.932433,2080975
45759.0,99.932721,2080981
45791.0,99.933009,2080987
45823.0,99.933153,2080990
45855.0,99.933586,2080999
45887.0,99.933970,2081007
45919.0,99.934402,2081016
45951.0,99.934786,2081024
45983.0,99.934930,2081027
46015.0,99.935074,2081030
46047.0,99.935459,2081038
46079.0,99.935795,2081045
46111.0,99.936179,2081053
46143.0,99.936707,2081064
46175.0,99.937043,2081071
46207.0,99.937331,2081077
46239.0,99.937812,2081087
46271.0,99.938292,2081097
46303.0,99.938676,2081105
46335.0,99.939348,2081119
46367.0,99.939781,2081128
46399.0,99.940261,2081138
46431.0,99.940453,2081142
46463.0,99.940933,2081152
46495.0,99.941317,2081160
46527.0,99.941461,2081163
46559.0,99.941605,2081166
46591.0,99.941893,2081172
46623.0,99.942182,2081178
46655.0,99.942518,2081185
46687.0,99.942758,2081190
46719.0,99.942998,2081195
46751.0,99.943190,2081199
46783.0,99.943478,2081205
46815.0,99.943670,2081209
46847.0,99.943910,2081214
46879.0,99.944391,2081224
46911.0,99.944535,2081227
46943.0,99.944823,2081233
46975.0,99.945159,2081240
47007.0,99.945351,2081244
47039.0,99.945447,2081246
47071.0,99.945831,2081254
47103.0,99.946119,2081260
47135.0,99.946215,2081262
47167.0,99.946263,2081263
47199.0,99.946504,2081268
47231.0,99.946648,2081271
47263.0,99.946936,2081277
47327.0,99.947080,2081280
47359.0,99.947176,2081282
47391.0,99.947416,2081287
47423.0,99.947608,2081291
47455.0,99.947800,2081295
47487.0,99.947896,2081297
47519.0,99.947992,2081299
47551.0,99.948328,2081306
47615.0,99.948520,2081310
47647.0,99.948713,2081314
47679.0,99.948857,2081317
47711.0,99.948953,2081319
47743.0,99.949001,2081320
47775.0,99.949097,2081322
47807.0,99.949337,2081327
47839.0,99.949433,2081329
47871.0,99.949577,2081332
47903.0,99.949865,2081338
47935.0,99.950057,2081342
47967.0,99.950201,2081345
47999.0,99.950441,2081350
48031.0,99.950585,2081353
48063.0,99.950730,2081356
48095.0,99.951018,2081362
48127.0,99.951066,2081363
48159.0,99.951306,2081368
48191.0,99.951450,2081371
48223.0,99.951546,2081373
48255.0,99.951642,2081375
48287.0,99.951786,2081378
48319.0,99.951834,2081379
48351.0,99.952026,2081383
48383.0,99.952362,2081390
48415.0,99.952506,2081393
48447.0,99.952650,2081396
48479.0,99.952794,2081399
48511.0,99.952939,2081402
48543.0,99.953131,2081406
48575.0,99.953323,2081410
48607.0,99.953419,2081412
48639.0,99.953611,2081416
48671.0,99.953803,2081420
48703.0,99.953995,2081424
48735.0,99.954091,2081426
48767.0,99.954283,2081430
48799.0,99.954475,2081434
48831.0,99.954523,2081435
48863.0,99.954715,2081439
48895.0,99.954811,2081441
48927.0,99.955003,2081445
48959.0,99.955099,2081447
48991.0,99.955292,2081451
49023.0,99.955436,2081454
49055.0,99.955628,2081458
49119.0,99.955724,2081460
49151.0,99.955772,2081461
49183.0,99.955820,2081462
49215.0,99.955964,2081465
49279.0,99.956012,2081466
49311.0,99.956108,2081468
49343.0,99.956156,2081469
49375.0,99.956252,2081471
49503.0,99.956300,2081472
49535.0,99.956396,2081474
49567.0,99.956444,2081475
49599.0,99.956492,2081476
49631.0,99.956540,2081477
49663.0,99.956636,2081479
49695.0,99.956684,2081480
49727.0,99.956732,2081481
49759.0,99.956828,2081483
49823.0,99.956972,2081486
49887.0,99.957068,2081488
49919.0,99.957116,2081489
49983.0,99.957164,2081490
50015.0,99.957212,2081491
50047.0,99.957260,2081492
50079.0,99.957357,2081494
50271.0,99.957405,2081495
50367.0,99.957453,2081496
50431.0,99.957501,2081497
50591.0,99.957549,2081498
50719.0,99.957597,2081499
50751.0,99.957645,2081500
50815.0,99.957693,2081501
51007.0,99.957741,2081502
51071.0,99.957789,2081503
51135.0,99.957837,2081504
51487.0,99.957885,2081505
51583.0,99.957933,2081506
51647.0,99.957981,2081507
51743.0,99.958029,2081508
51775.0,99.958077,2081509
51935.0,99.958125,2081510
52063.0,99.958173,2081511
52511.0,99.958221,2081512
52575.0,99.958269,2081513
52607.0,99.958317,2081514
52639.0,99.958365,2081515
52671.0,99.958461,2081517
52831.0,99.958509,2081518
52863.0,99.958605,2081520
53023.0,99.958701,2081522
53119.0,99.958797,2081524
53343.0,99.958845,2081525
53535.0,99.958893,2081526
53567.0,99.958941,2081527
53695.0,99.958989,2081528
53855.0,99.959037,2081529
53919.0,99.959085,2081530
54079.0,99.959133,2081531
54143.0,99.959181,2081532
54207.0,99.959325,2081535
54239.0,99.959421,2081537
54367.0,99.959614,2081541
54399.0,99.959662,2081542
54495.0,99.959710,2081543
54527.0,99.959758,2081544
54559.0,99.959806,2081545
54591.0,99.959998,2081549
54655.0,99.960094,2081551
